Month,DayofMonth,DayOfWeek,ArrDelay,DepDelay,Origin,Dest,Cancelled
10,19,1,8,1,SFO,LAX,0
10,20,2,19,0,SFO,LAX,0
10,21,3,1,0,SFO,LAX,0
10,22,4,4,0,SFO,LAX,0
10,23,5,19,6,SFO,LAX,0
10,24,6,16,1,SFO,LAX,0
10,25,7,3,0,SFO,LAX,0
10,27,2,26,0,SFO,LAX,0
10,28,3,24,1,SFO,LAX,0
10,29,4,7,-1,SFO,LAX,0
10,30,5,9,1,SFO,LAX,0
10,31,6,26,9,SFO,LAX,0
10,1,4,24,29,LAS,LAX,0
10,2,5,0,-1,LAS,LAX,0
10,3,6,6,0,LAS,LAX,0
10,4,7,5,5,LAS,LAX,0
10,5,1,36,35,LAS,LAX,0
10,6,2,NA,71,LAS,LAX,0
10,7,3,37,40,LAS,LAX,0
10,8,4,26,18,LAS,LAX,0
10,9,5,64,36,LAS,LAX,0
10,10,6,23,18,LAS,LAX,0
10,11,7,48,25,LAS,LAX,0
10,12,1,79,17,LAS,LAX,0
10,13,2,59,42,LAS,LAX,0
10,14,3,22,15,LAS,LAX,0
10,15,4,37,29,LAS,LAX,0
10,16,5,50,30,LAS,LAX,0
10,17,6,18,21,LAS,LAX,0
10,18,7,32,24,LAS,LAX,0
10,19,1,51,33,LAS,LAX,0
10,20,2,32,34,LAS,LAX,0
10,21,3,57,39,LAS,LAX,0
10,22,4,36,30,LAS,LAX,0
10,23,5,52,31,LAS,LAX,0
10,24,6,39,17,LAS,LAX,0
10,25,7,54,28,LAS,LAX,0
10,26,1,27,27,LAS,LAX,0
10,27,2,23,14,LAS,LAX,0
10,1,4,25,26,LAX,OAK,0
10,2,5,8,-1,LAX,OAK,0
10,4,7,-1,3,LAX,OAK,0
10,5,1,24,27,LAX,OAK,0
10,6,2,NA,NA,LAX,OAK,1
10,7,3,36,36,LAX,OAK,0
10,8,4,24,20,LAX,OAK,0
10,9,5,65,64,LAX,OAK,0
10,11,7,46,48,LAX,OAK,0
10,12,1,84,77,LAX,OAK,0
10,13,2,53,49,LAX,OAK,0
10,14,3,10,8,LAX,OAK,0
10,15,4,44,37,LAX,OAK,0
10,16,5,56,48,LAX,OAK,0
10,18,7,24,23,LAX,OAK,0
10,19,1,47,44,LAX,OAK,0
10,20,2,31,22,LAX,OAK,0
10,22,4,26,28,LAX,OAK,0
10,23,5,53,48,LAX,OAK,0
10,25,7,56,49,LAX,OAK,0
10,26,1,25,21,LAX,OAK,0
10,27,2,7,9,LAX,OAK,0
10,28,3,-4,1,LAX,OAK,0
10,29,4,2,1,LAX,OAK,0
10,30,5,15,10,LAX,OAK,0
10,28,3,15,3,LAX,LAS,0
10,29,4,42,41,LAX,LAS,0
10,30,5,20,12,LAX,LAS,0
10,31,6,139,123,LAX,LAS,0
10,3,6,43,42,LAX,OAK,0
10,10,6,12,5,LAX,OAK,0
10,17,6,18,7,LAX,OAK,0
10,24,6,15,5,LAX,OAK,0
10,1,4,21,17,LAX,ABQ,0
10,2,5,24,13,LAX,ABQ,0
10,3,6,6,1,LAX,ABQ,0
10,4,7,10,2,LAX,ABQ,0
10,5,1,13,1,LAX,ABQ,0
10,6,2,11,1,LAX,ABQ,0
10,7,3,13,4,LAX,ABQ,0
10,8,4,25,14,LAX,ABQ,0
10,9,5,42,22,LAX,ABQ,0
10,10,6,14,7,LAX,ABQ,0
10,11,7,18,10,LAX,ABQ,0
10,12,1,21,17,LAX,ABQ,0
10,13,2,13,1,LAX,ABQ,0
10,14,3,9,2,LAX,ABQ,0
10,15,4,14,5,LAX,ABQ,0
10,16,5,79,64,LAX,ABQ,0
10,17,6,2,0,LAX,ABQ,0
10,18,7,17,1,LAX,ABQ,0
10,19,1,18,2,LAX,ABQ,0
10,20,2,5,2,LAX,ABQ,0
10,21,3,12,5,LAX,ABQ,0
10,22,4,36,25,LAX,ABQ,0
10,23,5,12,4,LAX,ABQ,0
10,24,6,-2,2,LAX,ABQ,0
10,26,1,-1,3,LAX,ABQ,0
10,27,2,10,1,LAX,ABQ,0
10,28,3,-2,2,LAX,ABQ,0
10,29,4,20,1,LAX,ABQ,0
10,30,5,5,2,LAX,ABQ,0
10,31,6,38,15,LAX,ABQ,0
10,1,4,29,27,SFO,LAX,0
10,3,6,-3,0,SFO,LAX,0
10,4,7,4,-1,SFO,LAX,0
10,5,1,0,1,SFO,LAX,0
10,6,2,11,1,SFO,LAX,0
10,7,3,21,2,SFO,LAX,0
10,8,4,22,5,SFO,LAX,0
10,9,5,37,18,SFO,LAX,0
10,10,6,28,0,SFO,LAX,0
10,11,7,26,-1,SFO,LAX,0
10,12,1,20,12,SFO,LAX,0
10,13,2,20,8,SFO,LAX,0
10,14,3,18,13,SFO,LAX,0
10,15,4,9,-1,SFO,LAX,0
10,16,5,82,65,SFO,LAX,0
10,17,6,7,2,SFO,LAX,0
10,18,7,15,2,SFO,LAX,0
10,19,1,11,1,SFO,LAX,0
10,20,2,13,1,SFO,LAX,0
10,21,3,28,0,SFO,LAX,0
10,22,4,40,27,SFO,LAX,0
10,23,5,10,0,SFO,LAX,0
10,24,6,9,0,SFO,LAX,0
10,25,7,24,5,SFO,LAX,0
10,26,1,18,1,SFO,LAX,0
10,27,2,17,3,SFO,LAX,0
10,28,3,14,10,SFO,LAX,0
10,29,4,6,0,SFO,LAX,0
10,30,5,6,0,SFO,LAX,0
10,1,4,40,40,SFO,LAX,0
10,2,5,24,21,SFO,LAX,0
10,3,6,9,0,SFO,LAX,0
10,4,7,6,0,SFO,LAX,0
10,5,1,4,0,SFO,LAX,0
10,6,2,20,3,SFO,LAX,0
10,7,3,-1,0,SFO,LAX,0
10,8,4,9,2,SFO,LAX,0
10,9,5,9,0,SFO,LAX,0
10,10,6,24,1,SFO,LAX,0
10,12,1,8,-1,SFO,LAX,0
10,13,2,NA,NA,SFO,LAX,1
10,14,3,-4,0,SFO,LAX,0
10,15,4,0,0,SFO,LAX,0
10,16,5,68,57,SFO,LAX,0
10,17,6,14,0,SFO,LAX,0
10,18,7,9,0,SFO,LAX,0
10,19,1,11,3,SFO,LAX,0
10,20,2,25,21,SFO,LAX,0
10,21,3,2,-1,SFO,LAX,0
10,22,4,26,10,SFO,LAX,0
10,23,5,48,51,SFO,LAX,0
10,24,6,12,5,SFO,LAX,0
10,25,7,13,0,SFO,LAX,0
10,26,1,2,0,SFO,LAX,0
10,27,2,21,-1,SFO,LAX,0
10,30,5,22,0,SFO,LAX,0
10,31,6,0,1,SFO,LAX,0
10,1,4,NA,NA,BUR,SFO,1
10,2,5,0,-1,BUR,SFO,0
10,3,6,6,10,BUR,SFO,0
10,5,1,-9,-2,BUR,SFO,0
10,6,2,5,1,BUR,SFO,0
10,7,3,47,30,BUR,SFO,0
10,8,4,3,0,BUR,SFO,0
10,9,5,4,-1,BUR,SFO,0
10,10,6,4,0,BUR,SFO,0
10,11,7,-6,-1,BUR,SFO,0
10,12,1,26,12,BUR,SFO,0
10,13,2,21,2,BUR,SFO,0
10,14,3,33,8,BUR,SFO,0
10,15,4,18,-1,BUR,SFO,0
10,16,5,-3,0,BUR,SFO,0
10,17,6,7,-2,BUR,SFO,0
10,18,7,-8,-1,BUR,SFO,0
10,19,1,8,4,BUR,SFO,0
10,20,2,3,7,BUR,SFO,0
10,21,3,-4,-1,BUR,SFO,0
10,23,5,27,4,BUR,SFO,0
10,24,6,4,3,BUR,SFO,0
10,25,7,-6,0,BUR,SFO,0
10,26,1,-5,-1,BUR,SFO,0
10,27,2,10,10,BUR,SFO,0
10,28,3,35,25,BUR,SFO,0
10,29,4,79,57,BUR,SFO,0
10,30,5,-2,1,BUR,SFO,0
10,31,6,9,7,BUR,SFO,0
10,1,4,52,48,LAX,TUS,0
10,2,5,6,-1,LAX,TUS,0
10,3,6,60,58,LAX,TUS,0
10,4,7,90,76,LAX,TUS,0
10,5,1,16,4,LAX,TUS,0
10,6,2,18,10,LAX,TUS,0
10,7,3,39,31,LAX,TUS,0
10,8,4,52,55,LAX,TUS,0
10,9,5,76,67,LAX,TUS,0
10,10,6,24,20,LAX,TUS,0
10,11,7,43,18,LAX,TUS,0
10,12,1,21,10,LAX,TUS,0
10,13,2,72,58,LAX,TUS,0
10,14,3,78,67,LAX,TUS,0
10,15,4,65,62,LAX,TUS,0
10,16,5,64,56,LAX,TUS,0
10,17,6,64,56,LAX,TUS,0
10,18,7,28,23,LAX,TUS,0
10,19,1,45,33,LAX,TUS,0
10,20,2,47,40,LAX,TUS,0
10,21,3,6,2,LAX,TUS,0
10,22,4,35,36,LAX,TUS,0
10,24,6,40,32,LAX,TUS,0
10,25,7,50,52,LAX,TUS,0
10,26,1,42,33,LAX,TUS,0
10,27,2,65,59,LAX,TUS,0
10,28,3,89,82,LAX,TUS,0
10,29,4,14,9,LAX,TUS,0
10,30,5,22,19,LAX,TUS,0
10,31,6,36,27,LAX,TUS,0
10,1,4,55,47,SFO,LAX,0
10,2,5,6,2,SFO,LAX,0
10,3,6,58,59,SFO,LAX,0
10,4,7,74,68,SFO,LAX,0
10,5,1,14,2,SFO,LAX,0
10,6,2,17,11,SFO,LAX,0
10,7,3,39,29,SFO,LAX,0
10,8,4,63,55,SFO,LAX,0
10,9,5,70,62,SFO,LAX,0
10,10,6,26,18,SFO,LAX,0
10,11,7,25,13,SFO,LAX,0
10,12,1,24,13,SFO,LAX,0
10,13,2,63,52,SFO,LAX,0
10,15,4,62,58,SFO,LAX,0
10,16,5,60,48,SFO,LAX,0
10,17,6,65,49,SFO,LAX,0
10,18,7,32,13,SFO,LAX,0
10,19,1,46,37,SFO,LAX,0
10,20,2,55,40,SFO,LAX,0
10,21,3,7,6,SFO,LAX,0
10,22,4,47,37,SFO,LAX,0
10,24,6,46,35,SFO,LAX,0
10,25,7,57,45,SFO,LAX,0
10,26,1,40,32,SFO,LAX,0
10,27,2,59,24,SFO,LAX,0
10,28,3,88,73,SFO,LAX,0
10,29,4,19,0,SFO,LAX,0
10,30,5,17,4,SFO,LAX,0
10,31,6,5,5,SFO,LAX,0
10,28,3,2,-2,LAS,BUR,0
10,29,4,64,51,LAS,BUR,0
10,30,5,6,-1,LAS,BUR,0
10,31,6,4,0,LAS,BUR,0
10,1,4,1,0,FAT,LAX,0
10,2,5,-6,-2,FAT,LAX,0
10,3,6,4,-1,FAT,LAX,0
10,4,7,9,5,FAT,LAX,0
10,5,1,12,10,FAT,LAX,0
10,6,2,4,-2,FAT,LAX,0
10,7,3,0,-4,FAT,LAX,0
10,8,4,21,6,FAT,LAX,0
10,9,5,4,-1,FAT,LAX,0
10,10,6,-2,0,FAT,LAX,0
10,11,7,18,0,FAT,LAX,0
10,12,1,9,-2,FAT,LAX,0
10,13,2,15,5,FAT,LAX,0
10,14,3,6,-2,FAT,LAX,0
10,15,4,13,6,FAT,LAX,0
10,16,5,72,65,FAT,LAX,0
10,17,6,-4,-1,FAT,LAX,0
10,18,7,15,10,FAT,LAX,0
10,19,1,-4,-3,FAT,LAX,0
10,20,2,1,0,FAT,LAX,0
10,21,3,-2,-2,FAT,LAX,0
10,22,4,79,62,FAT,LAX,0
10,23,5,47,43,FAT,LAX,0
10,24,6,-5,-2,FAT,LAX,0
10,25,7,1,-1,FAT,LAX,0
10,26,1,3,-3,FAT,LAX,0
10,27,2,8,3,FAT,LAX,0
10,28,3,38,27,FAT,LAX,0
10,29,4,37,34,FAT,LAX,0
10,30,5,24,11,FAT,LAX,0
10,31,6,13,14,FAT,LAX,0
10,1,4,32,21,LAS,LAX,0
10,2,5,24,24,LAS,LAX,0
10,3,6,13,11,LAS,LAX,0
10,5,1,6,4,LAS,LAX,0
10,6,2,13,2,LAS,LAX,0
10,7,3,45,42,LAS,LAX,0
10,8,4,40,41,LAS,LAX,0
10,9,5,72,65,LAS,LAX,0
10,10,6,4,2,LAS,LAX,0
10,11,7,16,9,LAS,LAX,0
10,12,1,60,45,LAS,LAX,0
10,13,2,95,81,LAS,LAX,0
10,14,3,50,45,LAS,LAX,0
10,15,4,65,57,LAS,LAX,0
10,16,5,82,66,LAS,LAX,0
10,17,6,15,17,LAS,LAX,0
10,18,7,34,16,LAS,LAX,0
10,19,1,37,41,LAS,LAX,0
10,20,2,66,53,LAS,LAX,0
10,21,3,4,0,LAS,LAX,0
10,22,4,50,47,LAS,LAX,0
10,23,5,58,61,LAS,LAX,0
10,24,6,19,6,LAS,LAX,0
10,25,7,33,26,LAS,LAX,0
10,26,1,22,20,LAS,LAX,0
10,27,2,76,61,LAS,LAX,0
10,1,4,31,29,LAX,OAK,0
10,2,5,25,22,LAX,OAK,0
10,4,7,49,43,LAX,OAK,0
10,5,1,-2,1,LAX,OAK,0
10,6,2,7,7,LAX,OAK,0
10,7,3,44,43,LAX,OAK,0
10,9,5,84,71,LAX,OAK,0
10,11,7,12,10,LAX,OAK,0
10,12,1,52,52,LAX,OAK,0
10,13,2,NA,NA,LAX,OAK,1
10,14,3,NA,NA,LAX,OAK,1
10,15,4,NA,NA,LAX,OAK,1
10,16,5,92,89,LAX,OAK,0
10,18,7,32,29,LAX,OAK,0
10,19,1,NA,NA,LAX,OAK,1
10,20,2,71,63,LAX,OAK,0
10,21,3,4,1,LAX,OAK,0
10,22,4,83,60,LAX,OAK,0
10,23,5,73,65,LAX,OAK,0
10,25,7,44,35,LAX,OAK,0
10,26,1,27,24,LAX,OAK,0
10,28,3,24,26,LAX,OAK,0
10,29,4,3,3,LAX,OAK,0
10,30,5,45,47,LAX,OAK,0
10,28,3,-2,1,LAX,LAS,0
10,29,4,67,39,LAX,LAS,0
10,30,5,17,22,LAX,LAS,0
10,1,4,9,0,LAX,SAN,0
10,3,6,7,0,LAX,SAN,0
10,4,7,37,33,LAX,SAN,0
10,5,1,35,30,LAX,SAN,0
10,6,2,16,5,LAX,SAN,0
10,7,3,10,2,LAX,SAN,0
10,8,4,11,9,LAX,SAN,0
10,9,5,31,28,LAX,SAN,0
10,10,6,0,0,LAX,SAN,0
10,11,7,25,19,LAX,SAN,0
10,12,1,11,4,LAX,SAN,0
10,13,2,5,3,LAX,SAN,0
10,14,3,15,2,LAX,SAN,0
10,15,4,-2,-1,LAX,SAN,0
10,16,5,72,54,LAX,SAN,0
10,17,6,-2,-2,LAX,SAN,0
10,18,7,5,0,LAX,SAN,0
10,20,2,9,3,LAX,SAN,0
10,21,3,3,0,LAX,SAN,0
10,22,4,52,37,LAX,SAN,0
10,23,5,58,49,LAX,SAN,0
10,24,6,5,2,LAX,SAN,0
10,25,7,2,1,LAX,SAN,0
10,27,2,4,1,LAX,SAN,0
10,1,4,1,1,RNO,LAX,0
10,4,7,32,29,RNO,LAX,0
10,5,1,3,0,RNO,LAX,0
10,6,2,20,7,RNO,LAX,0
10,7,3,11,1,RNO,LAX,0
10,8,4,11,3,RNO,LAX,0
10,9,5,36,25,RNO,LAX,0
10,11,7,23,3,RNO,LAX,0
10,12,1,3,-1,RNO,LAX,0
10,13,2,10,0,RNO,LAX,0
10,14,3,3,-1,RNO,LAX,0
10,15,4,-1,0,RNO,LAX,0
10,16,5,52,46,RNO,LAX,0
10,18,7,5,0,RNO,LAX,0
10,19,1,3,2,RNO,LAX,0
10,20,2,13,6,RNO,LAX,0
10,21,3,10,6,RNO,LAX,0
10,22,4,38,13,RNO,LAX,0
10,23,5,52,41,RNO,LAX,0
10,25,7,5,1,RNO,LAX,0
10,27,2,2,1,RNO,LAX,0
10,1,4,6,0,BUR,SFO,0
10,2,5,-4,1,BUR,SFO,0
10,3,6,55,42,BUR,SFO,0
10,4,7,28,29,BUR,SFO,0
10,5,1,-4,0,BUR,SFO,0
10,6,2,-7,-1,BUR,SFO,0
10,7,3,3,3,BUR,SFO,0
10,8,4,-3,0,BUR,SFO,0
10,9,5,41,42,BUR,SFO,0
10,10,6,23,21,BUR,SFO,0
10,11,7,32,25,BUR,SFO,0
10,12,1,63,62,BUR,SFO,0
10,13,2,23,16,BUR,SFO,0
10,14,3,22,11,BUR,SFO,0
10,15,4,16,14,BUR,SFO,0
10,16,5,38,37,BUR,SFO,0
10,17,6,28,29,BUR,SFO,0
10,18,7,8,2,BUR,SFO,0
10,19,1,18,17,BUR,SFO,0
10,20,2,1,-1,BUR,SFO,0
10,21,3,4,-2,BUR,SFO,0
10,22,4,7,5,BUR,SFO,0
10,23,5,44,34,BUR,SFO,0
10,24,6,20,25,BUR,SFO,0
10,25,7,37,33,BUR,SFO,0
10,26,1,-7,-2,BUR,SFO,0
10,27,2,-7,0,BUR,SFO,0
10,28,3,19,22,LAX,OAK,0
10,1,4,0,-1,SJC,LAX,0
10,2,5,4,4,SJC,LAX,0
10,3,6,-2,-1,SJC,LAX,0
10,4,7,4,0,SJC,LAX,0
10,5,1,8,0,SJC,LAX,0
10,6,2,NA,NA,SJC,LAX,1
10,7,3,-1,0,SJC,LAX,0
10,8,4,19,18,SJC,LAX,0
10,9,5,11,5,SJC,LAX,0
10,10,6,2,0,SJC,LAX,0
10,11,7,21,11,SJC,LAX,0
10,12,1,15,10,SJC,LAX,0
10,13,2,-3,1,SJC,LAX,0
10,14,3,13,6,SJC,LAX,0
10,16,5,82,78,SJC,LAX,0
10,17,6,1,0,SJC,LAX,0
10,18,7,5,0,SJC,LAX,0
10,19,1,7,-1,SJC,LAX,0
10,21,3,0,-1,SJC,LAX,0
10,22,4,50,25,SJC,LAX,0
10,23,5,11,5,SJC,LAX,0
10,24,6,8,9,SJC,LAX,0
10,25,7,29,26,SJC,LAX,0
10,26,1,36,30,SJC,LAX,0
10,27,2,13,4,SJC,LAX,0
10,28,3,36,39,SJC,LAX,0
10,29,4,-3,-1,SJC,LAX,0
10,30,5,49,52,SJC,LAX,0
10,31,6,40,36,SJC,LAX,0
10,1,4,9,1,LAX,SEA,0
10,2,5,8,0,LAX,SEA,0
10,4,7,16,20,LAX,SEA,0
10,5,1,7,9,LAX,SEA,0
10,6,2,-1,3,LAX,SEA,0
10,7,3,18,1,LAX,SEA,0
10,8,4,10,6,LAX,SEA,0
10,9,5,35,36,LAX,SEA,0
10,11,7,8,11,LAX,SEA,0
10,12,1,6,3,LAX,SEA,0
10,13,2,16,3,LAX,SEA,0
10,14,3,10,0,LAX,SEA,0
10,15,4,19,14,LAX,SEA,0
10,16,5,51,48,LAX,SEA,0
10,18,7,7,2,LAX,SEA,0
10,19,1,12,2,LAX,SEA,0
10,20,2,2,2,LAX,SEA,0
10,21,3,-1,0,LAX,SEA,0
10,22,4,153,149,LAX,SEA,0
10,23,5,46,39,LAX,SEA,0
10,25,7,19,9,LAX,SEA,0
10,26,1,6,2,LAX,SEA,0
10,27,2,0,0,LAX,SEA,0
10,28,3,10,19,LAX,SEA,0
10,29,4,28,23,LAX,SEA,0
10,30,5,-5,13,LAX,SEA,0
10,31,6,NA,134,LAX,SEA,0
10,1,4,6,1,SAN,LAX,0
10,2,5,6,-1,SAN,LAX,0
10,5,1,19,-1,SAN,LAX,0
10,6,2,12,-2,SAN,LAX,0
10,7,3,-3,-1,SAN,LAX,0
10,8,4,-3,1,SAN,LAX,0
10,9,5,40,23,SAN,LAX,0
10,11,7,17,5,SAN,LAX,0
10,12,1,6,-1,SAN,LAX,0
10,13,2,0,0,SAN,LAX,0
10,14,3,7,8,SAN,LAX,0
10,15,4,4,2,SAN,LAX,0
10,16,5,53,44,SAN,LAX,0
10,18,7,1,2,SAN,LAX,0
10,19,1,-3,-1,SAN,LAX,0
10,20,2,-5,-2,SAN,LAX,0
10,21,3,-3,0,SAN,LAX,0
10,22,4,141,109,SAN,LAX,0
10,23,5,46,37,SAN,LAX,0
10,25,7,1,2,SAN,LAX,0
10,26,1,-1,0,SAN,LAX,0
10,27,2,2,0,SAN,LAX,0
10,28,3,20,20,SAN,LAX,0
10,29,4,34,32,SAN,LAX,0
10,30,5,15,20,SAN,LAX,0
10,31,6,137,124,SAN,LAX,0
10,1,4,8,1,SEA,BLI,0
10,2,5,9,0,SEA,BLI,0
10,4,7,-1,1,SEA,BLI,0
10,5,1,-3,-1,SEA,BLI,0
10,6,2,1,-1,SEA,BLI,0
10,7,3,6,5,SEA,BLI,0
10,8,4,1,-1,SEA,BLI,0
10,9,5,10,14,SEA,BLI,0
10,11,7,-1,-2,SEA,BLI,0
10,12,1,13,13,SEA,BLI,0
10,13,2,10,9,SEA,BLI,0
10,14,3,-2,0,SEA,BLI,0
10,16,5,30,31,SEA,BLI,0
10,18,7,3,-1,SEA,BLI,0
10,19,1,-1,2,SEA,BLI,0
10,20,2,2,-1,SEA,BLI,0
10,21,3,1,0,SEA,BLI,0
10,22,4,NA,NA,SEA,BLI,1
10,23,5,33,30,SEA,BLI,0
10,25,7,15,0,SEA,BLI,0
10,26,1,14,2,SEA,BLI,0
10,27,2,9,0,SEA,BLI,0
10,29,4,25,25,SEA,BLI,0
10,30,5,3,3,SEA,BLI,0
10,1,4,36,27,LAX,LAS,0
10,2,5,6,4,LAX,LAS,0
10,4,7,13,5,LAX,LAS,0
10,5,1,NA,NA,LAX,LAS,1
10,6,2,14,13,LAX,LAS,0
10,7,3,30,28,LAX,LAS,0
10,8,4,29,19,LAX,LAS,0
10,9,5,59,36,LAX,LAS,0
10,11,7,34,25,LAX,LAS,0
10,12,1,50,24,LAX,LAS,0
10,13,2,19,6,LAX,LAS,0
10,14,3,26,20,LAX,LAS,0
10,15,4,23,19,LAX,LAS,0
10,16,5,76,61,LAX,LAS,0
10,18,7,18,5,LAX,LAS,0
10,19,1,22,17,LAX,LAS,0
10,21,3,20,9,LAX,LAS,0
10,23,5,14,10,LAX,LAS,0
10,25,7,0,1,LAX,LAS,0
10,26,1,15,5,LAX,LAS,0
10,27,2,6,8,LAX,LAS,0
10,1,4,19,22,RNO,LAX,0
10,2,5,4,3,RNO,LAX,0
10,3,6,26,22,RNO,LAX,0
10,4,7,-5,-1,RNO,LAX,0
10,5,1,76,77,RNO,LAX,0
10,6,2,24,18,RNO,LAX,0
10,7,3,35,30,RNO,LAX,0
10,8,4,25,22,RNO,LAX,0
10,9,5,43,29,RNO,LAX,0
10,10,6,27,12,RNO,LAX,0
10,11,7,29,19,RNO,LAX,0
10,12,1,23,22,RNO,LAX,0
10,13,2,20,22,RNO,LAX,0
10,14,3,25,23,RNO,LAX,0
10,15,4,22,13,RNO,LAX,0
10,17,6,58,59,RNO,LAX,0
10,18,7,4,2,RNO,LAX,0
10,19,1,28,22,RNO,LAX,0
10,21,3,19,-1,RNO,LAX,0
10,22,4,18,10,RNO,LAX,0
10,23,5,12,11,RNO,LAX,0
10,24,6,41,39,RNO,LAX,0
10,25,7,6,0,RNO,LAX,0
10,26,1,17,74,RNO,LAX,0
10,27,2,17,4,RNO,LAX,0
10,28,3,52,40,RNO,LAX,0
10,29,4,12,19,RNO,LAX,0
10,30,5,49,45,RNO,LAX,0
10,31,6,23,11,RNO,LAX,0
10,28,3,97,90,BUR,SFO,0
10,29,4,NA,NA,BUR,SFO,1
10,30,5,18,20,BUR,SFO,0
10,31,6,28,33,BUR,SFO,0
10,1,4,6,2,LAX,SJC,0
10,2,5,3,3,LAX,SJC,0
10,3,6,4,3,LAX,SJC,0
10,4,7,3,3,LAX,SJC,0
10,5,1,15,2,LAX,SJC,0
10,6,2,33,29,LAX,SJC,0
10,7,3,10,1,LAX,SJC,0
10,8,4,19,11,LAX,SJC,0
10,9,5,44,35,LAX,SJC,0
10,10,6,20,15,LAX,SJC,0
10,12,1,40,27,LAX,SJC,0
10,13,2,24,8,LAX,SJC,0
10,14,3,38,30,LAX,SJC,0
10,15,4,20,4,LAX,SJC,0
10,16,5,67,65,LAX,SJC,0
10,17,6,14,6,LAX,SJC,0
10,18,7,18,12,LAX,SJC,0
10,19,1,9,7,LAX,SJC,0
10,20,2,13,4,LAX,SJC,0
10,21,3,16,12,LAX,SJC,0
10,22,4,27,12,LAX,SJC,0
10,23,5,11,4,LAX,SJC,0
10,24,6,29,14,LAX,SJC,0
10,26,1,11,2,LAX,SJC,0
10,27,2,17,14,LAX,SJC,0
10,28,3,99,97,SFO,EUG,0
10,29,4,22,17,SFO,EUG,0
10,30,5,42,32,SFO,EUG,0
10,31,6,23,23,SFO,EUG,0
10,1,4,4,2,LAX,TUS,0
10,2,5,5,1,LAX,TUS,0
10,3,6,-5,2,LAX,TUS,0
10,5,1,19,3,LAX,TUS,0
10,6,2,86,9,LAX,TUS,0
10,7,3,16,7,LAX,TUS,0
10,8,4,13,5,LAX,TUS,0
10,9,5,16,5,LAX,TUS,0
10,10,6,5,5,LAX,TUS,0
10,12,1,5,5,LAX,TUS,0
10,13,2,14,0,LAX,TUS,0
10,14,3,39,3,LAX,TUS,0
10,15,4,6,-1,LAX,TUS,0
10,16,5,10,4,LAX,TUS,0
10,17,6,9,2,LAX,TUS,0
10,19,1,15,0,LAX,TUS,0
10,20,2,39,11,LAX,TUS,0
10,21,3,9,4,LAX,TUS,0
10,22,4,18,5,LAX,TUS,0
10,23,5,15,12,LAX,TUS,0
10,24,6,-4,0,LAX,TUS,0
10,26,1,-1,1,LAX,TUS,0
10,27,2,5,1,LAX,TUS,0
10,28,3,-1,5,LAX,TUS,0
10,29,4,17,3,LAX,TUS,0
10,30,5,9,8,LAX,TUS,0
10,31,6,23,13,LAX,TUS,0
10,1,4,2,0,SJC,LAX,0
10,2,5,-2,0,SJC,LAX,0
10,3,6,-3,0,SJC,LAX,0
10,5,1,-1,0,SJC,LAX,0
10,6,2,19,1,SJC,LAX,0
10,7,3,1,3,SJC,LAX,0
10,8,4,-2,1,SJC,LAX,0
10,9,5,7,-2,SJC,LAX,0
10,10,6,2,1,SJC,LAX,0
10,12,1,13,0,SJC,LAX,0
10,13,2,0,0,SJC,LAX,0
10,14,3,5,-2,SJC,LAX,0
10,15,4,4,0,SJC,LAX,0
10,16,5,1,-1,SJC,LAX,0
10,17,6,2,2,SJC,LAX,0
10,19,1,3,-1,SJC,LAX,0
10,20,2,6,-1,SJC,LAX,0
10,21,3,14,1,SJC,LAX,0
10,22,4,-2,0,SJC,LAX,0
10,23,5,4,5,SJC,LAX,0
10,24,6,-1,-1,SJC,LAX,0
10,26,1,-1,1,SJC,LAX,0
10,27,2,-2,0,SJC,LAX,0
10,28,3,1,0,SJC,LAX,0
10,29,4,10,1,SJC,LAX,0
10,30,5,11,0,SJC,LAX,0
10,1,4,36,13,LAX,SFO,0
10,2,5,28,16,LAX,SFO,0
10,3,6,7,0,LAX,SFO,0
10,4,7,60,49,LAX,SFO,0
10,5,1,7,3,LAX,SFO,0
10,6,2,79,72,LAX,SFO,0
10,7,3,41,17,LAX,SFO,0
10,9,5,91,69,LAX,SFO,0
10,10,6,4,7,LAX,SFO,0
10,11,7,146,23,LAX,SFO,0
10,12,1,61,45,LAX,SFO,0
10,13,2,10,2,LAX,SFO,0
10,14,3,28,18,LAX,SFO,0
10,15,4,59,50,LAX,SFO,0
10,16,5,56,45,LAX,SFO,0
10,17,6,30,21,LAX,SFO,0
10,18,7,4,-1,LAX,SFO,0
10,19,1,-8,-2,LAX,SFO,0
10,20,2,66,40,LAX,SFO,0
10,21,3,30,28,LAX,SFO,0
10,22,4,47,26,LAX,SFO,0
10,23,5,66,28,LAX,SFO,0
10,24,6,29,25,LAX,SFO,0
10,25,7,43,27,LAX,SFO,0
10,26,1,23,17,LAX,SFO,0
10,28,3,60,51,LAX,SFO,0
10,29,4,59,52,LAX,SFO,0
10,30,5,23,23,LAX,SFO,0
10,31,6,96,69,LAX,SFO,0
10,1,4,17,14,PHX,LAX,0
10,2,5,0,0,PHX,LAX,0
10,4,7,13,3,PHX,LAX,0
10,5,1,15,12,PHX,LAX,0
10,6,2,92,80,PHX,LAX,0
10,7,3,24,11,PHX,LAX,0
10,8,4,20,9,PHX,LAX,0
10,10,6,27,22,PHX,LAX,0
10,11,7,33,19,PHX,LAX,0
